"nameWithOwner","stars__totalCount","createdAt","contributors","metrics__metric","metrics__value","metrics__bestValue"
"","","","","statements","382",""
"","","","","code_smells","14","False"
"","","","","ncloc_language_distribution","java=200;kotlin=1054;xml=122",""
"","","","","comment_lines_density","11.6","False"
"","","","","files","27",""
"","","","","violations","14","False"
"","","","","complexity","150",""
"","","","","ncloc","1376",""
"","","","","comment_lines","180",""
"ibrahimsn98/android-particles","230","2018-12-16T11:07:23Z","2","statements","80",""
"","","","","code_smells","5","False"
"","","","","comment_lines_density","4.1","False"
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","java=24;kotlin=204;xml=189",""
"","","","","functions","16",""
"","","","","comment_lines","18",""
"","","","","files","18",""
"","","","","lines","515",""
"","","","","violations","5","False"
"","","","","ncloc","417",""
"","","","","complexity","37",""
"satorufujiwara/kotlin-android-flux","230","2015-06-18T01:06:26Z","2","ncloc","1074",""
"","","","","violations","6","False"
"","","","","files","58",""
"","","","","statements","190",""
"","","","","sqale_rating","1.0","True"
"","","","","comment_lines_density","1.2","False"
"","","","","complexity","99",""
"","","","","ncloc_language_distribution","kotlin=903;xml=171",""
"","","","","lines","1420",""
"","","","","functions","93",""
"","","","","code_smells","6","False"
"","","","","comment_lines","13",""
"Commit451/LabCoat","229","2015-07-27T17:20:59Z","23","ncloc","22518",""
"","","","","comment_lines_density","4.2","False"
"","","","","files","442",""
"","","","","statements","5604",""
"","","","","code_smells","32","False"
"","","","","lines","27090",""
"","","","","functions","1289",""
"","","","","comment_lines","991",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","css=77;java=79;kotlin=17087;xml=5275",""
"","","","","complexity","2138",""
"","","","","violations","32","False"
"rock3r/uplift","229","2017-10-25T08:30:24Z","2","violations","1","False"
"","","","","files","65",""
"","","","","sqale_rating","1.0","True"
"","","","","statements","385",""
"","","","","complexity","125",""
"","","","","lines","3571",""
"","","","","code_smells","1","False"
"","","","","ncloc","3107",""
"","","","","comment_lines","38",""
"","","","","comment_lines_density","1.2","False"
"","","","","ncloc_language_distribution","kotlin=983;xml=2124",""
"","","","","functions","84",""
"afollestad/inline-activity-result","228","2019-04-24T20:27:45Z","1","files","31",""
"","","","","lines","1453",""
"","","","","comment_lines","259",""
"","","","","comment_lines_density","16.8","False"
"","","","","ncloc","1282",""
"","","","","code_smells","10","False"
"","","","","functions","38",""
"","","","","ncloc_language_distribution","kotlin=956;xml=326",""
"","","","","statements","217",""
"","","","","sqale_rating","1.0","True"
"","","","","complexity","53",""
"","","","","violations","10","False"
"halilozercan/BetterVideoPlayer","227","2016-09-15T21:09:08Z","7","complexity","289",""
"","","","","code_smells","20","False"
"","","","","sqale_rating","1.0","True"
"","","","","functions","124",""
"","","","","statements","794",""
"","","","","files","39",""
"","","","","comment_lines","198",""
"","","","","violations","20","False"
"","","","","ncloc","2248",""
"","","","","lines","2770",""
"","","","","ncloc_language_distribution","kotlin=1790;xml=458",""
"","","","","comment_lines_density","8.1","False"
"AiYinZiLeGong/PUBG-Radar","226","2018-01-30T04:47:49Z","1","comment_lines","231",""
"","","","","lines","4199",""
"","","","","comment_lines_density","5.9","False"
"","","","","complexity","733",""
"","","","","statements","1476",""
"","","","","ncloc_language_distribution","kotlin=3504;xml=200",""
"","","","","files","36",""
"","","","","functions","118",""
"","","","","violations","345","False"
"","","","","code_smells","345","False"
"","","","","ncloc","3704",""
"","","","","sqale_rating","1.0","True"
"substratum/template","226","2016-07-27T20:15:33Z","32","complexity","38",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc","34757",""
"","","","","violations","2","False"
"","","","","functions","7",""
"","","","","comment_lines","219",""
"","","","","ncloc_language_distribution","kotlin=323;xml=34434",""
"","","","","files","2134",""
"","","","","lines","35914",""
"","","","","code_smells","2","False"
"","","","","comment_lines_density","0.6","False"
"","","","","statements","118",""
"jeffreystoke/openct-android","226","2016-12-03T07:12:37Z","1","functions","6",""
"","","","","comment_lines","289",""
"","","","","comment_lines_density","50.6","False"
"","","","","lines","679",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=213;xml=69",""
"","","","","statements","34",""
"","","","","ncloc","282",""
"","","","","code_smells","0","True"
"","","","","files","20",""
"","","","","complexity","17",""
"","","","","violations","0","True"
"kohesive/injekt","225","2015-08-02T16:57:00Z","2","lines","1120",""
"","","","","comment_lines","88",""
"","","","","files","17",""
"","","","","statements","333",""
"","","","","ncloc","803",""
"","","","","functions","76",""
"","","","","comment_lines_density","9.9","False"
"","","","","sqale_rating","1.0","True"
"","","","","code_smells","19","False"
"","","","","complexity","89",""
"","","","","violations","19","False"
"","","","","ncloc_language_distribution","kotlin=803",""
"dotanuki-labs/norris","224","2019-06-15T15:53:15Z","1","code_smells","74","False"
"","","","","comment_lines","49",""
"","","","","statements","887",""
"","","","","comment_lines_density","1.2","False"
"","","","","violations","74","False"
"","","","","files","163",""
"","","","","lines","5092",""
"","","","","functions","284",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","kotlin=3630;xml=437",""
"","","","","complexity","366",""
"","","","","ncloc","4067",""
"mtcn/MotionLayoutExamples","224","2018-09-06T19:06:51Z","1","violations","9","False"
"","","","","comment_lines_density","1.7","False"
"","","","","ncloc_language_distribution","java=33;kotlin=298;xml=2051",""
"","","","","ncloc","2382",""
"","","","","complexity","44",""
"","","","","sqale_rating","1.0","True"
"","","","","statements","97",""
"","","","","comment_lines","41",""
"","","","","lines","2727",""
"","","","","functions","24",""
"","","","","files","55",""
"","","","","code_smells","9","False"
"ahmedeltaher/Kotlin-MVP","224","2016-12-25T20:34:48Z","1","ncloc_language_distribution","java=92;kotlin=1297;xml=354",""
"","","","","sqale_rating","1.0","True"
"","","","","lines","2214",""
"","","","","comment_lines_density","12.1","False"
"","","","","functions","105",""
"","","","","code_smells","9","False"
"","","","","statements","365",""
"","","","","complexity","149",""
"","","","","violations","9","False"
"","","","","files","57",""
"","","","","comment_lines","241",""
"","","","","ncloc","1743",""
"klazuka/intellij-elm","224","2017-09-23T00:49:28Z","9","statements","7172",""
"","","","","code_smells","1224","False"
"","","","","functions","2420",""
"","","","","complexity","4145",""
"","","","","comment_lines","4048",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","java=1672;kotlin=27578;web=40;xml=597",""
"","","","","files","364",""
"","","","","comment_lines_density","11.9","False"
"","","","","violations","1253","False"
"","","","","ncloc","29887",""
"","","","","lines","37699",""
"Hannah-Sten/TeXiFy-IDEA","224","2016-07-01T14:31:08Z","16","code_smells","0","True"
"","","","","sqale_rating","1.0","True"
"","","","","violations","0","True"
"Archinamon/android-gradle-aspectj","223","2015-06-10T09:31:54Z","6","lines","1852",""
"","","","","statements","523",""
"","","","","violations","11","False"
"","","","","code_smells","11","False"
"","","","","files","24",""
"","","","","comment_lines_density","4.6","False"
"","","","","ncloc_language_distribution","kotlin=1431;xml=55",""
"","","","","comment_lines","71",""
"","","","","complexity","234",""
"","","","","ncloc","1486",""
"","","","","sqale_rating","1.0","True"
"","","","","functions","110",""
"cbeust/kash","223","2019-06-04T17:05:26Z","4","comment_lines","136",""
"","","","","complexity","207",""
"","","","","violations","33","False"
"","","","","files","46",""
"","","","","statements","568",""
"","","","","comment_lines_density","7.8","False"
"","","","","sqale_rating","1.0","True"
"","","","","lines","1947",""
"","","","","ncloc","1599",""
"","","","","functions","113",""
"","","","","ncloc_language_distribution","java=141;kotlin=1448;xml=10",""
"","","","","code_smells","12","False"
"omar753sahl/Flopsy","223","2018-06-13T13:22:35Z","1","lines","772",""
"","","","","functions","21",""
"","","","","files","22",""
"","","","","sqale_rating","1.0","True"
"","","","","violations","2","False"
"","","","","ncloc_language_distribution","kotlin=278;xml=410",""
"","","","","comment_lines","24",""
"","","","","statements","83",""
"","","","","comment_lines_density","3.4","False"
"","","","","ncloc","688",""
"","","","","complexity","43",""
"","","","","code_smells","2","False"
"Jetictors/KotlinLearn","223","2017-08-30T14:34:04Z","1","comment_lines","1001",""
"","","","","ncloc_language_distribution","kotlin=2527;xml=3",""
"","","","","ncloc","2530",""
"","","","","sqale_rating","1.0","True"
"","","","","lines","3809",""
"","","","","comment_lines_density","28.3","False"
"","","","","complexity","274",""
"","","","","files","32",""
"","","","","statements","1231",""
"","","","","functions","186",""
"","","","","violations","62","False"
"","","","","code_smells","62","False"
"dvoiss/literallytoast","223","2017-10-08T20:05:45Z","2","sqale_rating","1.0","True"
"","","","","files","15",""
"","","","","ncloc","296",""
"","","","","code_smells","0","True"
"","","","","comment_lines","17",""
"","","","","complexity","25",""
"","","","","functions","13",""
"","","","","violations","0","True"
"","","","","lines","360",""
"","","","","statements","48",""
"","","","","comment_lines_density","5.4","False"
"","","","","ncloc_language_distribution","kotlin=160;xml=136",""
"kennycason/bayesian_sentiment_analysis","222","2016-08-01T08:28:08Z","1","files","36",""
"","","","","comment_lines_density","15.0","False"
"","","","","violations","14","False"
"","","","","complexity","194",""
"","","","","lines","2294",""
"","","","","code_smells","14","False"
"","","","","ncloc_language_distribution","kotlin=1833;xml=96",""
"","","","","comment_lines","340",""
"","","","","ncloc","1929",""
"","","","","functions","117",""
"","","","","statements","732",""
"","","","","sqale_rating","1.0","True"
"TonnyL/FanfouHandpick","222","2016-07-08T07:30:56Z","1","ncloc_language_distribution","java=345;kotlin=382;xml=449",""
"","","","","sqale_rating","1.0","True"
"","","","","lines","1540",""
"","","","","ncloc","1176",""
"","","","","functions","60",""
"","","","","violations","6","False"
"","","","","comment_lines","45",""
"","","","","code_smells","5","False"
"","","","","statements","333",""
"","","","","comment_lines_density","3.7","False"
"","","","","files","24",""
"","","","","complexity","98",""
"Yelp/swagger-gradle-codegen","222","2019-01-03T16:01:33Z","6","files","81",""
"","","","","comment_lines","709",""
"","","","","violations","163","False"
"","","","","ncloc","4764",""
"","","","","ncloc_language_distribution","java=420;kotlin=4336;xml=8",""
"","","","","comment_lines_density","13.0","False"
"","","","","lines","5805",""
"","","","","sqale_rating","1.0","True"
"","","","","functions","262",""
"","","","","statements","1413",""
"","","","","complexity","464",""
"","","","","code_smells","163","False"
"rjaros/kvision","222","2018-02-09T00:32:45Z","3","ncloc","38267",""
"","","","","ncloc_language_distribution","css=192;js=4366;kotlin=33696;web=13",""
"","","","","statements","8933",""
"","","","","sqale_rating","1.0","True"
"","","","","violations","133","False"
"","","","","comment_lines","14096",""
"","","","","comment_lines_density","26.9","False"
"","","","","code_smells","131","False"
"","","","","lines","49518",""
"","","","","files","414",""
"","","","","functions","2272",""
"","","","","complexity","3496",""
"ztc1997/Fingerprint2Sleep","221","2016-09-20T13:20:03Z","5","files","84",""
"","","","","lines","7924",""
"","","","","comment_lines","484",""
"","","","","violations","137","False"
"","","","","code_smells","122","False"
"","","","","statements","1834",""
"","","","","comment_lines_density","7.6","False"
"","","","","ncloc","5878",""
"","","","","functions","376",""
"","","","","sqale_rating","1.0","True"
"","","","","ncloc_language_distribution","java=2109;kotlin=2211;xml=1558",""
